Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-08-28 00:00:00-04:00,25.207464708733916,25.46365170036834,25.06588822846854,25.459157943725586,212657600,0.0,0.0
2015-08-31 00:00:00-04:00,25.176006942071666,25.73782090298381,25.169265448863946,25.340057373046875,224917200,0.0,0.0
2015-09-01 00:00:00-04:00,24.75352654391043,25.142300893154797,24.126541879694923,24.207443237304688,307383600,0.0,0.0
2015-09-02 00:00:00-04:00,24.77149906032221,25.245668411254883,24.52429957443131,25.245668411254883,247555200,0.0,0.0
2015-09-03 00:00:00-04:00,25.279380396346262,25.34455102127402,24.72880340282985,24.802963256835938,212935600,0.0,0.0
2015-09-04 00:00:00-04:00,24.488344697579144,24.82093756828598,24.3849711450881,24.555761337280273,199985200,0.0,0.0
2015-09-08 00:00:00-04:00,25.11307827683555,25.295105409658913,24.79172069652434,25.238924026489258,219374400,0.0,0.0
2015-09-09 00:00:00-04:00,25.56477447094387,25.6232018690287,24.668118452527004,24.753515243530273,340043200,0.0,0.0
2015-09-10 00:00:00-04:00,24.78048432129018,25.456908670747158,24.697336969521444,25.297353744506836,251571200,0.0,0.0
2015-09-11 00:00:00-04:00,25.122071443252118,25.66590690612793,25.11532995053779,25.66590690612793,199662000,0.0,0.0
2015-09-14 00:00:00-04:00,26.19851515935431,26.268179558141597,25.811986789591536,25.91311264038086,233453600,0.0,0.0
2015-09-15 00:00:00-04:00,26.05243655410031,26.187271559176203,25.71310044828522,26.13109016418457,173364800,0.0,0.0
2015-09-16 00:00:00-04:00,26.124350012930844,26.1895206402109,25.942322832454952,26.160306930541992,148694000,0.0,0.0
2015-09-17 00:00:00-04:00,25.991758409268044,26.178279316129398,25.555790285682896,25.60073471069336,256450400,0.0,0.0
2015-09-18 00:00:00-04:00,25.216452279873412,25.686129543359684,25.140046420327003,25.4951114654541,297141200,0.0,0.0
2015-09-21 00:00:00-04:00,25.54455881068905,25.926593363441825,25.542312789119883,25.890636444091797,200888000,0.0,0.0
2015-09-22 00:00:00-04:00,25.479385524993692,25.65916667396787,25.286121389928482,25.4838809967041,201384800,0.0,0.0
2015-09-23 00:00:00-04:00,25.535559270683848,25.78051096992411,25.46140115487679,25.69062042236328,143026800,0.0,0.0
2015-09-24 00:00:00-04:00,25.45017313335253,25.955805712160856,25.252415230868095,25.843442916870117,200878000,0.0,0.0
2015-09-25 00:00:00-04:00,26.16704672387615,26.223228118103282,25.62320952472223,25.778270721435547,224607600,0.0,0.0
2015-09-28 00:00:00-04:00,25.585004850566698,25.74680752927548,25.268142700195312,25.268142700195312,208436000,0.0,0.0
2015-09-29 00:00:00-04:00,25.355782116110895,25.508595546024186,24.238895950872273,24.50856590270996,293461600,0.0,0.0
2015-09-30 00:00:00-04:00,24.758016023461767,25.065890676414476,24.434412363463366,24.7872314453125,265892000,0.0,0.0
2015-10-01 00:00:00-04:00,24.510812933625598,24.634412658135346,24.115295529714082,24.625423431396484,255716400,0.0,0.0
2015-10-02 00:00:00-04:00,24.27261715941699,24.94679408783152,24.16924356946923,24.80521583557129,232079200,0.0,0.0
2015-10-05 00:00:00-04:00,24.692848165526833,25.027690542011847,24.51082097924402,24.89510154724121,208258800,0.0,0.0
2015-10-06 00:00:00-04:00,24.861386769281232,25.11083226483588,24.668122660752044,25.01420021057129,192787200,0.0,0.0
2015-10-07 00:00:00-04:00,25.110837916229798,25.1175794098669,24.587228574345122,24.89510154724121,187062400,0.0,0.0
2015-10-08 00:00:00-04:00,24.762515519504312,24.762515519504312,24.317558057226275,24.607454299926758,247918400,0.0,0.0
2015-10-09 00:00:00-04:00,24.7198111391471,25.232185132071688,24.605200625618203,25.196229934692383,211064400,0.0,0.0
2015-10-12 00:00:00-04:00,25.333311461997994,25.337805218512766,25.043415302979504,25.079370498657227,121868800,0.0,0.0
2015-10-13 00:00:00-04:00,24.904086247108243,25.270388289099376,24.87262480617747,25.1220703125,132197200,0.0,0.0
2015-10-14 00:00:00-04:00,25.009706105768306,25.061392020980943,24.620930158576584,24.76700210571289,177849600,0.0,0.0
2015-10-15 00:00:00-04:00,24.92880916910616,25.19173769161226,24.829929363232353,25.13780403137207,150694000,0.0,0.0
2015-10-16 00:00:00-04:00,25.119820051856813,25.169259943926974,24.83891313283977,24.953523635864258,156930400,0.0,0.0
2015-10-19 00:00:00-04:00,24.899590536726432,25.113079114080715,24.74452936536228,25.108585357666016,119036800,0.0,0.0
2015-10-20 00:00:00-04:00,25.020942960388066,25.656916704968797,24.90408642388996,25.567026138305664,195871200,0.0,0.0
2015-10-21 00:00:00-04:00,25.61871675678844,25.97378359349894,25.55129839530462,25.564783096313477,167180800,0.0,0.0
2015-10-22 00:00:00-04:00,25.692870640239754,25.955799102783203,25.64118301317885,25.955799102783203,166616400,0.0,0.0
2015-10-23 00:00:00-04:00,26.225459637433154,26.794016472811744,26.142312317248116,26.76030731201172,237467600,0.0,0.0
2015-10-26 00:00:00-04:00,26.535594793476033,26.546830042872955,25.825461194023617,25.906362533569336,265335200,0.0,0.0
2015-10-27 00:00:00-04:00,25.933329766630628,26.189516765890595,25.61646590650807,25.742313385009766,279537600,0.0,0.0
2015-10-28 00:00:00-04:00,26.27715967760422,26.809759869563173,26.0816478240831,26.803016662597656,342205600,0.0,0.0
2015-10-29 00:00:00-04:00,26.67492390801045,27.122129017289605,26.578291846377063,27.086172103881836,204909200,0.0,0.0
2015-10-30 00:00:00-04:00,27.189546432219462,27.241234068084648,26.843468846157037,26.854705810546875,197461200,0.0,0.0
2015-11-02 00:00:00-05:00,27.146847491305937,27.27269325235393,26.87942353455905,27.232242584228516,128813200,0.0,0.0
2015-11-03 00:00:00-05:00,27.14459976694483,27.75135807455724,27.1243735756138,27.54461097717285,182076000,0.0,0.0
2015-11-04 00:00:00-05:00,27.670464213483907,27.825525435672137,27.33112977105744,27.41652488708496,179544400,0.0,0.0
2015-11-05 00:00:00-05:00,27.500027735863718,27.689606174007757,27.12312993906488,27.290138244628906,158210800,0.13,0.0
2015-11-06 00:00:00-05:00,27.33301663251769,27.49099721325084,27.222430226004487,27.321731567382812,132169200,0.0,0.0
2015-11-09 00:00:00-05:00,27.29915765932575,27.490991674957755,27.09378294574713,27.211139678955078,135485600,0.0,0.0
2015-11-10 00:00:00-05:00,26.382869453829933,26.646923419181427,26.19329105588032,26.35352897644043,236511600,0.0,0.0
2015-11-11 00:00:00-05:00,26.26325954930319,26.500230432282027,26.00146117741121,26.204580307006836,180872000,0.0,0.0
2015-11-12 00:00:00-05:00,26.238427616722465,26.36481205794659,26.100758112449522,26.11655616760254,130102400,0.0,0.0
2015-11-13 00:00:00-05:00,25.999195542224108,26.082700524987853,25.337931194211436,25.353729248046875,183249600,0.0,0.0
2015-11-16 00:00:00-05:00,25.13707526467575,25.78254170723503,25.051314627262517,25.769001007080078,152426800,0.0,0.0
2015-11-17 00:00:00-05:00,25.93600759959758,25.965348077167487,25.5749079368292,25.65841293334961,110467600,0.0,0.0
