Open,High,Low,Close,Volume
-1.1638645374482877,-1.1646789621616653,-1.1671730443640977,-1.1618532149987981,0.6178017541016153
-1.1640587119255517,-1.1644549524313677,-1.162205702626311,-1.1606573765191965,0.3712397654377581
-1.1645117056668115,-1.1605502861131716,-1.1607024557884396,-1.1623703884637107,0.39526669686136495
-1.1705942963805342,-1.1690316939985272,-1.1758658654395224,-1.178659830138434,0.5568881639199748
-1.1703355647120817,-1.1675595493256874,-1.1700816318551113,-1.1637278830844426,0.4396336968913506
-1.1630233917460766,-1.166151280405292,-1.1671077305167223,-1.170094989871001,0.37178460270290237
-1.1744122691973875,-1.1736086141320983,-1.1721077703398521,-1.1736502728363922,0.34640380947080035
-1.1654176368132962,-1.1668554076353403,-1.1661926939010618,-1.1638248273917149,0.3844036609144525
-1.1589143288370456,-1.162182591886712,-1.1679901108680444,-1.1708060519504577,0.6208959594045281
-1.1702061459178463,-1.1645509872523223,-1.1675652383925592,-1.1629844788040031,0.4475044395417801
-1.165288266007147,-1.1615745196696352,-1.1614868213695893,-1.1576839788525761,0.3457703871539132
-1.1497902394307002,-1.1529969133649562,-1.1513559473746227,-1.1541286410234002,0.4119967286245936
-1.1518933716115933,-1.1541491857224788,-1.1527939408531098,-1.1509936146475417,0.29423191762530915
-1.1508578359498534,-1.154116990802754,-1.1494603852814245,-1.15057324833044,0.24588094208242686
-1.1527668170913743,-1.1542770892592256,-1.1550814072385336,-1.1586211345880986,0.45706692149894534
-1.1639293137444764,-1.1612863977298022,-1.1611272814555664,-1.1601402853499607,0.5368146344073356
-1.1592054668437395,-1.1578617394856565,-1.1552775097308294,-1.1544518161461996,0.348173158690125
-1.1601437970796098,-1.1616704606728692,-1.1590030890988627,-1.1603018591954144,0.34914681032078565
-1.1593350102808506,-1.1599422341884567,-1.1564541132115347,-1.1573284615287938,0.2347741012585937
-1.1605643268652626,-1.1574456394391395,-1.1594931952130487,-1.155130508592781,0.34815356022735
-1.1502432775916183,-1.1536370895910533,-1.1541011508914985,-1.1560679386472261,0.3946599284538518
-1.1586231750572882,-1.160422297745523,-1.1592645662367704,-1.163404680529751,0.3629660783926752
-1.1619233165377083,-1.1638148560148343,-1.1742319658595137,-1.174328992714866,0.5296031840446562
-1.1705296867000115,-1.1701199643832967,-1.1713887874715543,-1.170321220686528,0.47557100611256453
-1.1740886195817994,-1.1762649595842085,-1.1760292759753084,-1.1726482132437657,0.45562839433126223
-1.1775183051004503,-1.1718162605431008,-1.1752450252817017,-1.1700626751019103,0.4093031159008012
-1.171467910999074,-1.1706639875307847,-1.1702776129506411,-1.1687697825874674,0.36261879363230265
-1.169041301055383,-1.1694797919392617,-1.1679900228941897,-1.1670567980748454,0.3322968359653742
-1.1654499196429864,-1.16938378014848,-1.1691664806148099,-1.1687697825874674,0.32107710799595723
-1.1704650437543442,-1.1744408040893788,-1.1730882399280194,-1.1729069508516292,0.44034551305933767
-1.1710797126236157,-1.1677515525420814,-1.1689051279667606,-1.1644388903001148,0.3681173383484493
-1.162246865326129,-1.1662472993724948,-1.1625325350666993,-1.1661195874755383,0.19330767371930416
-1.1684266188456287,-1.1672074588759664,-1.1650161997259303,-1.1655054697033538,0.21354975001180806
-1.1669059055334992,-1.1701839522955835,-1.168676331257361,-1.1706120810402367,0.3030214362106294
-1.1680707532252372,-1.1683276912145275,-1.1656371663623957,-1.165279266319719,0.2498006346374216
-1.1653205444028598,-1.1686476853613394,-1.1655063854348944,-1.16792948886354,0.26202301996240623
-1.168491236733292,-1.1694477651898985,-1.1668788762284583,-1.1656993034541134,0.18775738906143158
-1.1667441788115462,-1.1617024776333005,-1.1645586794920888,-1.1591060207158126,0.33834100188517613
-1.1581377260547345,-1.1571895961113583,-1.1551467844203582,-1.1591382531892265,0.28211222824526533
-1.1570699899752703,-1.1574456250300513,-1.1538395576293172,-1.1535144683874312,0.2810060910062458
-1.1494019540812301,-1.1455075298511594,-1.146551942586969,-1.1419437510929336,0.4198635515824681
-1.1449369810559007,-1.1490281759503453,-1.1511598344616052,-1.1542255578987801,0.474479763705254
-1.1536081248672998,-1.1541171275662883,-1.1541991350322427,-1.1565850023845696,0.5023142844767827
-1.1486578200286461,-1.1452835282395992,-1.1474343529152848,-1.1413297156164257,0.6251339309949885
-1.1429309976571083,-1.1408347044181788,-1.14021204302951,-1.1372572866180142,0.3560540925411974
-1.1355218771600508,-1.1391385339355942,-1.1363559312864595,-1.140586421063555,0.34145715746639693
-1.136136550109131,-1.138690406022246,-1.135832988872879,-1.1351565248763038,0.20691763020875695
-1.1361689657585161,-1.1318732624382053,-1.132270938045959,-1.1306640313116056,0.3113045305178443
-1.1285979370712467,-1.1308170456384288,-1.1292643376618607,-1.1325062749005903,0.3063429836817319
-1.1310517341411561,-1.1327527679121885,-1.1322890512957828,-1.1343239395141038,0.26453240713611387
-1.1334562145326013,-1.1355813237513717,-1.1308449544483796,-1.1338695027868062,0.21349487431603817
-1.1339437254238989,-1.1355814301834954,-1.1327157928324503,-1.1354600861961321,0.21999450851073046
-1.1471359769888576,-1.1476027728828688,-1.145810927610607,-1.1477944525075627,0.41798993854118055
-1.1488580285582914,-1.1496919634688125,-1.1486005229008445,-1.1499366364065964,0.30894487559973743
-1.1492154903074197,-1.151620552269165,-1.1471564748189405,-1.1512025633709406,0.2094442640297066
-1.1526597685768005,-1.1556383606110419,-1.1582495790893081,-1.1621736469323707,0.3136046061091152
-1.1650721416404999,-1.1599132850199563,-1.1624176347754047,-1.1562011479160754,0.253196656267069
-1.153569515354022,-1.1573097083052584,-1.1548034228523436,-1.1577916215978323,0.17096307434030106
-1.1508400613857468,-1.1494669067914032,-1.1476486846488443,-1.1461064310169038,0.3203645078894592
-1.144731399491419,-1.142202721326848,-1.1435134395748372,-1.1412701335464215,0.2938760095413156
-1.1396623922000102,-1.1416562372795285,-1.136654034829244,-1.1395821943514395,0.22325334090095308
-1.1394350368103878,-1.1422670272896627,-1.141609937973018,-1.1446134228483722,0.20910638653146604
-1.1457387194100532,-1.1434884696331247,-1.1423319592318,-1.1409455868290088,0.2900143284361348
-1.1396299863471453,-1.1438741584594319,-1.1397063779083494,-1.1437045768256693,0.12213468024422039
-1.1426192867669696,-1.1465097824423904,-1.1407565377679603,-1.1444186015494908,0.056739313595198855
-1.1435940957367459,-1.1432955160200546,-1.140264235556035,-1.1428281004358418,0.2616130201211538
-1.1411245429911612,-1.145224039660407,-1.14318514517207,-1.1459441165103592,0.22768494530363018
-1.1457062318272155,-1.1474741411589096,-1.1457452155361794,-1.149384871325535,0.21619397460940756
-1.1482731372260746,-1.1517169314343896,-1.1518496710700823,-1.1528903928383536,0.2803428790259407
-1.1523673748235876,-1.1438099176795153,-1.1489287840484044,-1.1404587256050516,0.40739971319609575
-1.1403772709706481,-1.1418491328135065,-1.1400673516946673,-1.1428930591567303,0.20598395944215722
-1.145121318239109,-1.1458991236821476,-1.143185236474817,-1.1430553462313828,0.22342894312741687
-1.144731418512785,-1.1488241219987716,-1.149027196399773,-1.1515271375202454,0.31790842853449947
-1.149930318685258,-1.1512348040280251,-1.147615923211086,-1.149741897403392,0.18347316509882233
-1.1526922909050175,-1.156216976099627,-1.156346067440333,-1.1594471362961545,0.32202253784022195
-1.1624727081808435,-1.1649275724799062,-1.166388873911286,-1.161719182773181,0.4586826187701142
-1.1632525980421542,-1.1645419096866774,-1.1645510275147701,-1.1681785704453258,0.37248387585471343
-1.166079473834339,-1.1671454349081292,-1.1696380437813485,-1.165419525584881,0.39533881920437686
-1.162992686115596,-1.1663097812846623,-1.1690473473221774,-1.1730798540685892,0.30545478134877013
-1.1730979852719978,-1.1750846557607753,-1.179451179076922,-1.1826551480876824,0.7105981235255832
-1.178394382732027,-1.1819952885447385,-1.1802388269345054,-1.178435464691581,0.32754460071169855
-1.1780045274927857,-1.1808703723233491,-1.177350760661589,-1.1787601211365626,0.2115122938217218
-1.1784268882609454,-1.1772381920285482,-1.1748892028620952,-1.174280740016368,0.21047749498720322
-1.1728055166090594,-1.1767560231985286,-1.172427688708137,-1.1761633359188777,0.06084715139283336
-1.1773871506034415,-1.180966774977611,-1.1782368643238574,-1.1800909245261186,0.16380806755041363
-1.1794342788128103,-1.1753740193830846,-1.1760051742520246,-1.1738588923770839,0.1969451484103393
-1.174170260690565,-1.1777203453016174,-1.174954839918675,-1.1784679440520252,0.15212424798248525
-1.1792716828977639,-1.1830881448759323,-1.1827003097207738,-1.1851544403602496,0.2751908351316556
-1.1935687520418423,-1.1884238387744561,-1.1919555342102068,-1.1848623455713891,0.48479325875595625
-1.1833660746631849,-1.1868812110214615,-1.1906101119090788,-1.193431684669154,0.39183069436765655
-1.2002299204676614,-1.198066677702423,-1.1989461940857504,-1.1999557567432646,0.4911274819248277
-1.2063386380243193,-1.205266644482643,-1.2102362265068927,-1.2137507615903518,0.5901937915597653
-1.2067610452655675,-1.2085451895001023,-1.209153168611455,-1.2120953566195984,0.5094763467132692
-1.20539629532656,-1.208705874531291,-1.2072495973409105,-1.2069992791293462,0.34438987143604405
-1.2002623840134619,-1.2034666350915508,-1.2023266491674494,-1.202357693230176,0.33980226326967816
-1.2010098007247352,-1.2018595620652024,-1.2073809454625668,-1.2106996768048306,0.44395163020993283
-1.208678170552534,-1.204141644667326,-1.2125008179368302,-1.2037859072691728,0.44967830103278017
-1.2143969314829373,-1.2130451153608353,-1.2137479020364472,-1.2115435092428604,0.5803122466286235
-1.2072159201995365,-1.210023720655932,-1.2132884500547334,-1.2130690790675132,0.3706384845998219
-1.217971290616064,-1.2115023621177963,-1.2201150673952619,-1.2126472039963367,0.5215207779962571
-1.2116025551307181,-1.2124987431000438,-1.2151263773540333,-1.214237622814309,0.36337764611094964
-1.2065011313060714,-1.200991680989167,-1.2038691821318337,-1.1976187241134575,0.47029901962609655
-1.1971104808342279,-1.200766586865618,-1.201112229554719,-1.2040454678338044,0.36050059177558347
-1.2022769926198609,-1.2028559578615665,-1.2048537843348754,-1.20226033744452,0.5430210755989143
-1.2149167365542208,-1.2165164558774082,-1.220377456398976,-1.2235856710378612,1.0
-1.222227882443701,-1.2232987199997882,-1.2234954907541675,-1.22141109007406,0.3909511153583157
-1.2189785293731288,-1.2142344628196855,-1.2170627748608664,-1.2108619364475908,0.45944931063387107
-1.2135196725704902,-1.2162594555429727,-1.2136166929117262,-1.213815692879348,0.27543542394708725
-1.2169314796604662,-1.2184130121928756,-1.2172925302584348,-1.2201451631097158,0.2473210371271319
-1.2182962077679638,-1.2158416305745217,-1.2179489342317167,-1.2140753906034412,0.31479540870732264
-1.2138115465557557,-1.2125689818869625,-1.2126106333425646,-1.2115624372485245,0.3187731127121313
-1.2116554537907804,-1.213894080864787,-1.2175604120511572,-1.2199823548291102,0.3183529216702359
-1.2227304202013272,-1.2178367480665644,-1.2197052636632844,-1.216751453989778,0.3779581184770191
-1.2189407405235102,-1.2170611244400922,-1.216768452350179,-1.2168167418933737,0.3019929088841988
-1.2136155907735424,-1.2157361205040436,-1.2162074767664148,-1.2191664480574085,0.2864113470395836
-1.2205741669538992,-1.2210037591904668,-1.2211901377743595,-1.2210266046720437,0.34701841726342353
-1.2192673957602391,-1.2217147561764405,-1.2198042219210206,-1.220080204388827,0.27079372402346247
-1.216555853762384,-1.2141202618637492,-1.2145245696697755,-1.2114319437370098,0.3390473304835862
-1.211165367372966,-1.209725137200921,-1.2094428826301509,-1.2066019556017489,0.3061634617627132
